num_expediente,fecha,wikidata_fecha,hora,localizacion,numero,cod_distrito,distrito,wikidata_distrito,tipo_accidente,estado_meteorológico,tipo_vehiculo,wikidata_tipo_vehiculo,tipo_persona,wikidata_tipo_persona,rango_edad,sexo,wikidata_sexo,cod_lesividad,lesividad,longitud,latitud,positiva_alcohol,positiva_droga
2024S020185,"June 19, 2024",https://wikidata.org/entity/Q69307204,16:00:00,"CALL. VIRGEN DEL SAGRARIO, 22",22,15,Ciudad Lineal,https://wikidata.org/entity/Q1763694,Caída,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 21 a 24 años,male,https://wikidata.org/entity/Q6581097,1,Atención en urgencias sin posterior ingreso,-3.64929825299,40.435980421815536,false,false
2024S020218,"June 19, 2024",https://wikidata.org/entity/Q69307204,23:35:00,PASEO DE GIGANTES Y CABEZUDOS 64. AVENIDA DE ANDALUCÍA.,64,17,Villaverde,https://wikidata.org/entity/Q919536,Caída,Se desconoce,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 30 a 34 años,male,https://wikidata.org/entity/Q6581097,1,Atención en urgencias sin posterior ingreso,-3.69325191175,40.353193016007104,false,false
2024S020274,"June 20, 2024",https://wikidata.org/entity/Q69307205,19:20:00,CALL. ARDEMANS / CALL. BEJAR,53,4,Salamanca,https://wikidata.org/entity/Q1773521,Alcance,Nublado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 45 a 49 años,male,https://wikidata.org/entity/Q6581097,7,Asistencia sanitaria sólo en el lugar del accidente,-3.67391334838,40.435668378320415,false,false
2024S020287,"June 20, 2024",https://wikidata.org/entity/Q69307205,22:25:00,"PASEO. ERMITA DEL SANTO, 66",66,10,Latina,https://wikidata.org/entity/Q794954,Colisión fronto-lateral,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 50 a 54 años,male,https://wikidata.org/entity/Q6581097,14,Sin asistencia sanitaria,-3.72473437455,40.405378894828026,false,false
2024S020311,"June 20, 2024",https://wikidata.org/entity/Q69307205,13:00:00,"CALL. MENDEZ ALVARO, 95",95,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,Colisión frontal,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 35 a 39 años,female,https://wikidata.org/entity/Q6581072,2,Ingreso inferior o igual a 24 horas,-3.67413990169,40.39222539002824,false,false
2024S020440,"June 22, 2024",https://wikidata.org/entity/Q69307207,23:30:00,CALL. BRAVO MURILLO / CALL. MAUDES,86,7,Chamberí,https://wikidata.org/entity/Q1763370,Caída,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 18 a 20 años,male,https://wikidata.org/entity/Q6581097,14,Sin asistencia sanitaria,-3.70393929176,40.44547142224933,false,false
2024S020451,"June 23, 2024",https://wikidata.org/entity/Q69307208,2:18:00,"CALL. LUCHANA, 30",30,7,Chamberí,https://wikidata.org/entity/Q1763370,Colisión fronto-lateral,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 25 a 29 años,male,https://wikidata.org/entity/Q6581097,6,Asistencia sanitaria inmediata en centro de salud o mutua,-3.69905270702,40.43135692941503,false,false
2024S020483,"June 23, 2024",https://wikidata.org/entity/Q69307208,8:40:00,"AUTOV. M-30, 26XC89",26XC89,8,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,Choque contra obstáculo fijo,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 55 a 59 años,male,https://wikidata.org/entity/Q6581097,3,Ingreso superior a 24 horas,-3.73205402313,40.472882258421784,false,false
2024S020486,"June 22, 2024",https://wikidata.org/entity/Q69307207,11:15:00,"GTA. S.A.R. DON JUAN DE BORBON Y BATTEMBERG, 1",1,21,Barajas,https://wikidata.org/entity/Q807230,Alcance,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 55 a 59 años,male,https://wikidata.org/entity/Q6581097,6,Asistencia sanitaria inmediata en centro de salud o mutua,-3.61574941455,40.459947793876815,false,false
2024S020496,"June 23, 2024",https://wikidata.org/entity/Q69307208,14:00:00,CALL. CADARSO / CUSTA. SAN VICENTE,6,9,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Colisión frontal,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 25 a 29 años,female,https://wikidata.org/entity/Q6581072,7,Asistencia sanitaria sólo en el lugar del accidente,-3.71441915909,40.42177648787568,false,false
2024S020519,"June 23, 2024",https://wikidata.org/entity/Q69307208,19:00:00,"PASEO. EXTREMADURA, 49",49,10,Latina,https://wikidata.org/entity/Q794954,Caída,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 25 a 29 años,female,https://wikidata.org/entity/Q6581072,7,Asistencia sanitaria sólo en el lugar del accidente,-3.72994399012,40.413075884502106,false,false
2024S020555,"June 24, 2024",https://wikidata.org/entity/Q69307209,9:20:00,JUNTO A LA FAROLA 39,1,1,Centro,https://wikidata.org/entity/Q1763376,Alcance,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 40 a 44 años,male,https://wikidata.org/entity/Q6581097,7,Asistencia sanitaria sólo en el lugar del accidente,-3.7204609742,40.41685609912105,false,false
2024S020570,"June 23, 2024",https://wikidata.org/entity/Q69307208,21:35:00,"PASEO. ERMITA DEL SANTO, 70",70,11,Carabanchel,https://wikidata.org/entity/Q1001991,Caída,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 55 a 59 años,male,https://wikidata.org/entity/Q6581097,5,Asistencia sanitaria ambulatoria con posterioridad,-3.72455751392,40.40317278476683,false,false
2024S020573,"June 24, 2024",https://wikidata.org/entity/Q69307209,15:25:00,"AVDA. MONFORTE DE LEMOS, 9",9,8,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),,Conductor,https://wikidata.org/entity/Q23640580,De 55 a 59 años,female,https://wikidata.org/entity/Q6581072,6,Asistencia sanitaria inmediata en centro de salud o mutua,-3.69074370405,40.477677037544865,false,false
2024S020653,"June 25, 2024",https://wikidata.org/entity/Q69307210,17:48:00,"CALL. GALLUR, 50",50,10,Latina,https://wikidata.org/entity/Q794954,Caída,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 55 a 59 años,male,https://wikidata.org/entity/Q6581097,2,Ingreso inferior o igual a 24 horas,-3.74199656213,40.396539631641794,false,false
2024S020674,"June 26, 2024",https://wikidata.org/entity/Q69307211,9:05:00,"AVDA. SANTUARIO DE VALVERDE, 112",112,8,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,Atropello a persona,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 30 a 34 años,male,https://wikidata.org/entity/Q6581097,14,Sin asistencia sanitaria,-3.69251227329,40.51315260901977,false,false
2024S020674,"June 26, 2024",https://wikidata.org/entity/Q69307211,9:05:00,"AVDA. SANTUARIO DE VALVERDE, 112",112,8,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,Atropello a persona,Despejado,bicycle,https://wikidata.org/entity/Q11442,pedestrian,https://wikidata.org/entity/Q221488,Más de 74 años,female,https://wikidata.org/entity/Q6581072,6,Asistencia sanitaria inmediata en centro de salud o mutua,-3.69251227329,40.51315260901977,false,false
2024S020684,"June 25, 2024",https://wikidata.org/entity/Q69307210,16:35:00,"CALL. PRINCIPE DE VERGARA, 197",197,5,Chamartín,,Alcance,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 25 a 29 años,male,https://wikidata.org/entity/Q6581097,14,Sin asistencia sanitaria,-3.67803781045,40.44836498552155,false,false
2024S020727,"June 25, 2024",https://wikidata.org/entity/Q69307210,14:15:00,CALL. LOPEZ DE HOYOS / CALL. PRINCIPE DE VERGARA,66,5,Chamartín,,Colisión fronto-lateral,Despejado,Bicicleta EPAC (pedaleo asistido),,Conductor,https://wikidata.org/entity/Q23640580,De 10 a 14 años,male,https://wikidata.org/entity/Q6581097,7,Asistencia sanitaria sólo en el lugar del accidente,-3.67842866766,40.44149782907071,false,false
2024S020766,"June 26, 2024",https://wikidata.org/entity/Q69307211,10:59:00,"CALL. ALCALA, 223",223,4,Salamanca,https://wikidata.org/entity/Q1773521,Colisión lateral,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 50 a 54 años,male,https://wikidata.org/entity/Q6581097,6,Asistencia sanitaria inmediata en centro de salud o mutua,-3.66509651225,40.429917624503176,false,false
2024S020769,"June 27, 2024",https://wikidata.org/entity/Q69307212,8:00:00,CTRA. VILLAVERDE A VALLECAS / CTRA. VILLAVERDE A VALLECAS,297,18,Villa de Vallecas,https://wikidata.org/entity/Q1947988,Colisión fronto-lateral,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 35 a 39 años,male,https://wikidata.org/entity/Q6581097,5,Asistencia sanitaria ambulatoria con posterioridad,-3.65470692782,40.36632773665101,false,false
2024S020775,"June 26, 2024",https://wikidata.org/entity/Q69307211,11:55:00,"AVDA. MONASTERIO DE EL ESCORIAL, 8",8,8,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,Caída,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 35 a 39 años,male,https://wikidata.org/entity/Q6581097,2,Ingreso inferior o igual a 24 horas,-3.71015932284,40.50535190564027,false,false
2024S020836,"June 27, 2024",https://wikidata.org/entity/Q69307212,22:30:00,"PLAZA. CANOVAS DEL CASTILLO, 3",3,1,Centro,https://wikidata.org/entity/Q1763376,Caída,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 30 a 34 años,male,https://wikidata.org/entity/Q6581097,2,Ingreso inferior o igual a 24 horas,-3.69465352154,40.41514916510501,false,false
2024S020843,"June 28, 2024",https://wikidata.org/entity/Q69307213,0:50:00,PLAZA. INDEPENDENCIA / CALL. ALFONSO XII,10,3,Retiro,https://wikidata.org/entity/Q2002296,Colisión lateral,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 15 a 17 años,male,https://wikidata.org/entity/Q6581097,7,Asistencia sanitaria sólo en el lugar del accidente,-3.68887590904,40.41956213022966,false,false
2024S020855,"June 28, 2024",https://wikidata.org/entity/Q69307213,6:00:00,CALL. SEGOVIA / CALL. JUAN DUQUE,69,2,Arganzuela,https://wikidata.org/entity/Q2000929,Caída,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 18 a 20 años,male,https://wikidata.org/entity/Q6581097,6,Asistencia sanitaria inmediata en centro de salud o mutua,-3.72015963634,40.41402012912235,false,false
2024S020865,"June 28, 2024",https://wikidata.org/entity/Q69307213,9:23:00,"CALL. BELISANA, 1",1,15,Ciudad Lineal,https://wikidata.org/entity/Q1763694,Colisión frontal,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 35 a 39 años,male,https://wikidata.org/entity/Q6581097,7,Asistencia sanitaria sólo en el lugar del accidente,-3.65728959663,40.45751184161082,false,false
2024S020973,"June 28, 2024",https://wikidata.org/entity/Q69307213,21:20:00,CALL. SAN VICENTE FERRER / CALL. CORREDERA ALTA DE SAN PABLO,2,1,Centro,https://wikidata.org/entity/Q1763376,Colisión fronto-lateral,Nublado,Bicicleta EPAC (pedaleo asistido),,Conductor,https://wikidata.org/entity/Q23640580,De 25 a 29 años,male,https://wikidata.org/entity/Q6581097,7,Asistencia sanitaria sólo en el lugar del accidente,-3.70186903909,40.42555607122065,false,false
2024S021023,"June 30, 2024",https://wikidata.org/entity/Q69307215,6:00:00,"CALL. MAGDALENA, 32",32,1,Centro,https://wikidata.org/entity/Q1763376,Caída,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 21 a 24 años,male,https://wikidata.org/entity/Q6581097,7,Asistencia sanitaria sólo en el lugar del accidente,-3.70042362103,40.41235758443402,false,false
2024S021036,"June 30, 2024",https://wikidata.org/entity/Q69307215,7:00:00,"CALL. REINA MERCEDES, 13",13,6,Tetuán,https://wikidata.org/entity/Q1773540,Colisión lateral,Nublado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 55 a 59 años,male,https://wikidata.org/entity/Q6581097,1,Atención en urgencias sin posterior ingreso,-3.69795856012,40.45095812990716,false,false
2024S021052,"June 30, 2024",https://wikidata.org/entity/Q69307215,17:53:00,"AVDA. MANZANARES, 210",210,12,Usera,https://wikidata.org/entity/Q953368,Caída,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 40 a 44 años,female,https://wikidata.org/entity/Q6581072,2,Ingreso inferior o igual a 24 horas,-3.70046147351,40.39099685788701,false,false
2024S021069,"June 30, 2024",https://wikidata.org/entity/Q69307215,22:50:00,"AVDA. ALBERTO ALCOCER, 29",29,5,Chamartín,,Alcance,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 45 a 49 años,male,https://wikidata.org/entity/Q6581097,7,Asistencia sanitaria sólo en el lugar del accidente,-3.68334320238,40.45872111261968,false,false
2024S021191,"July 2, 2024",https://wikidata.org/entity/Q69307217,15:20:00,"CALL. CLARA CAMPOAMOR, 55",55,11,Carabanchel,https://wikidata.org/entity/Q1001991,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),,Conductor,https://wikidata.org/entity/Q23640580,De 45 a 49 años,male,https://wikidata.org/entity/Q6581097,2,Ingreso inferior o igual a 24 horas,-3.73306736191,40.381569447846125,false,false
2024S021202,"July 2, 2024",https://wikidata.org/entity/Q69307217,15:25:00,"CALL. JERONIMA LLORENTE, 52",52,6,Tetuán,https://wikidata.org/entity/Q1773540,Caída,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 40 a 44 años,male,https://wikidata.org/entity/Q6581097,6,Asistencia sanitaria inmediata en centro de salud o mutua,-3.70812735249,40.45351789871251,false,false
2024S021218,"July 2, 2024",https://wikidata.org/entity/Q69307217,19:40:00,"PASEO. DELICIAS, 88",88,2,Arganzuela,https://wikidata.org/entity/Q2000929,Caída,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 18 a 20 años,female,https://wikidata.org/entity/Q6581072,6,Asistencia sanitaria inmediata en centro de salud o mutua,-3.69439370242,40.397898373754394,false,false
2024S021294,"July 3, 2024",https://wikidata.org/entity/Q69307218,19:40:00,"CALL. SANGENJO, 41",41,8,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,Caída,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 60 a 64 años,male,https://wikidata.org/entity/Q6581097,5,Asistencia sanitaria ambulatoria con posterioridad,-3.69872732096,40.487592938790705,false,false
2024S021382,"July 4, 2024",https://wikidata.org/entity/Q69307219,23:25:00,"AVDA. ENTREVIAS, 112",112,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),,Conductor,https://wikidata.org/entity/Q23640580,De 40 a 44 años,female,https://wikidata.org/entity/Q6581072,7,Asistencia sanitaria sólo en el lugar del accidente,-3.66180993759,40.37724240290836,false,false
2024S021383,"July 4, 2024",https://wikidata.org/entity/Q69307219,22:45:00,PLAZA. EMPERADOR CARLOS V / PASEO. INFANTA ISABEL,1,1,Centro,https://wikidata.org/entity/Q1763376,Caída,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 30 a 34 años,female,https://wikidata.org/entity/Q6581072,7,Asistencia sanitaria sólo en el lugar del accidente,-3.69158344935,40.40885222340992,false,false
2024S021412,"July 5, 2024",https://wikidata.org/entity/Q69307220,13:30:00,CALL. CONCEPCION JERONIMA / CALL. EL SALVADOR,25,1,Centro,https://wikidata.org/entity/Q1763376,Colisión lateral,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 25 a 29 años,male,https://wikidata.org/entity/Q6581097,6,Asistencia sanitaria inmediata en centro de salud o mutua,-3.70638043908,40.413942972940674,false,false
2024S021457,"July 5, 2024",https://wikidata.org/entity/Q69307220,21:30:00,"CALL. PADRE LLANOS, 26",26,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,Colisión frontal,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 55 a 59 años,male,https://wikidata.org/entity/Q6581097,2,Ingreso inferior o igual a 24 horas,-3.65509417965,40.37226256062573,false,false
2024S021493,"July 6, 2024",https://wikidata.org/entity/Q69307221,7:40:00,"CALL. ALCALA, 522",522,20,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,Choque contra obstáculo fijo,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 35 a 39 años,male,https://wikidata.org/entity/Q6581097,1,Atención en urgencias sin posterior ingreso,-3.6212135944,40.44237800756685,false,false
2024S021493,"July 6, 2024",https://wikidata.org/entity/Q69307221,7:40:00,"CALL. ALCALA, 522",522,20,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,Choque contra obstáculo fijo,Despejado,bicycle,https://wikidata.org/entity/Q11442,pedestrian,https://wikidata.org/entity/Q221488,De 30 a 34 años,male,https://wikidata.org/entity/Q6581097,14,Sin asistencia sanitaria,-3.6212135944,40.44237800756685,false,false
2024S021509,"July 5, 2024",https://wikidata.org/entity/Q69307220,14:15:00,CALL. ERVIGIO / CALL. CHINDASVINTO,36,11,Carabanchel,https://wikidata.org/entity/Q1001991,Colisión fronto-lateral,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 30 a 34 años,male,https://wikidata.org/entity/Q6581097,5,Asistencia sanitaria ambulatoria con posterioridad,-3.73123669504,40.3953018632316,false,false
2024S021514,"July 6, 2024",https://wikidata.org/entity/Q69307221,18:00:00,PASEO. DIRECCION / CALL. CAPITAN BLANCO ARGIBAY,163,6,Tetuán,https://wikidata.org/entity/Q1773540,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),,Conductor,https://wikidata.org/entity/Q23640580,De 21 a 24 años,male,https://wikidata.org/entity/Q6581097,6,Asistencia sanitaria inmediata en centro de salud o mutua,-3.7078476899,40.468447480062245,false,false
2024S021555,"July 7, 2024",https://wikidata.org/entity/Q69307222,11:25:00,CALL. BAILEN / CALL. MAYOR,21,1,Centro,https://wikidata.org/entity/Q1763376,Colisión fronto-lateral,Despejado,Bicicleta EPAC (pedaleo asistido),,Conductor,https://wikidata.org/entity/Q23640580,De 50 a 54 años,male,https://wikidata.org/entity/Q6581097,1,Atención en urgencias sin posterior ingreso,-3.71346422839,40.41507065236482,false,false
2024S021559,"July 7, 2024",https://wikidata.org/entity/Q69307222,12:40:00,CALL. EMBAJADORES / CALL. SANTA CATALINA,488,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,Caída,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 40 a 44 años,female,https://wikidata.org/entity/Q6581072,7,Asistencia sanitaria sólo en el lugar del accidente,-3.67575712728,40.36894542737164,false,false
2024S021562,"July 7, 2024",https://wikidata.org/entity/Q69307222,12:00:00,"CALL. PRINCESA, 5",5,9,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Colisión lateral,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 65 a 69 años,male,https://wikidata.org/entity/Q6581097,14,Sin asistencia sanitaria,-3.71257144341,40.42540952062775,false,false
2024S021571,"July 7, 2024",https://wikidata.org/entity/Q69307222,19:15:00,CALL. EMBAJADORES / GTA. SANTA MARIA DE LA CABEZA,80,2,Arganzuela,https://wikidata.org/entity/Q2000929,Caída,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 25 a 29 años,female,https://wikidata.org/entity/Q6581072,6,Asistencia sanitaria inmediata en centro de salud o mutua,-3.69925285374,40.40058982998577,false,false
2024S021582,"July 7, 2024",https://wikidata.org/entity/Q69307222,23:20:00,"AVDA. TRECE ROSAS, 2",2,15,Ciudad Lineal,https://wikidata.org/entity/Q1763694,Caída,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 30 a 34 años,female,https://wikidata.org/entity/Q6581072,6,Asistencia sanitaria inmediata en centro de salud o mutua,-3.64975403187,40.41718499622384,false,false
2024S021627,"July 8, 2024",https://wikidata.org/entity/Q69307223,16:15:00,CALL. SAGASTA / GTA. BILBAO,1,7,Chamberí,https://wikidata.org/entity/Q1763370,Alcance,Despejado,Bicicleta EPAC (pedaleo asistido),,Conductor,https://wikidata.org/entity/Q23640580,De 18 a 20 años,female,https://wikidata.org/entity/Q6581072,7,Asistencia sanitaria sólo en el lugar del accidente,-3.70191594602,40.42893417153354,false,false
2024S021630,"July 8, 2024",https://wikidata.org/entity/Q69307223,16:22:00,"CALL. OLIVAR, 2",2,1,Centro,https://wikidata.org/entity/Q1763376,Caída,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 45 a 49 años,male,https://wikidata.org/entity/Q6581097,2,Ingreso inferior o igual a 24 horas,-3.70140564892,40.40931558047687,false,false
2024S021653,"July 8, 2024",https://wikidata.org/entity/Q69307223,22:30:00,"AVDA. COMPLUTENSE, 7",7,9,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Colisión fronto-lateral,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 21 a 24 años,female,https://wikidata.org/entity/Q6581072,3,Ingreso superior a 24 horas,-3.72931386269,40.45076455425299,false,false
2024S021679,"July 8, 2024",https://wikidata.org/entity/Q69307223,10:38:00,AVDA. LOGROÑO / GTA. ERMITA DE LA VIRGEN DE LA SOLEDAD,144,21,Barajas,https://wikidata.org/entity/Q807230,Alcance,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 30 a 34 años,male,https://wikidata.org/entity/Q6581097,7,Asistencia sanitaria sólo en el lugar del accidente,-3.58284805698,40.46739765207509,false,false
2024S021761,"July 9, 2024",https://wikidata.org/entity/Q69307224,22:50:00,FRENTE A PASARELA DE LA LLUVIA,1,21,Barajas,https://wikidata.org/entity/Q807230,Caída,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 50 a 54 años,male,https://wikidata.org/entity/Q6581097,2,Ingreso inferior o igual a 24 horas,-3.61315490691,40.46257419573923,false,false
2024S021779,"July 9, 2024",https://wikidata.org/entity/Q69307224,21:40:00,CALL. BERRUGUETE / CALL. BURGOS,53,6,Tetuán,https://wikidata.org/entity/Q1773540,Colisión fronto-lateral,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 45 a 49 años,male,https://wikidata.org/entity/Q6581097,1,Atención en urgencias sin posterior ingreso,-3.70486860243,40.458799061196686,false,false
2024S021788,"July 10, 2024",https://wikidata.org/entity/Q69307225,14:20:00,"RONDA. VALENCIA, 5",5,2,Arganzuela,https://wikidata.org/entity/Q2000929,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),,Conductor,https://wikidata.org/entity/Q23640580,De 25 a 29 años,female,https://wikidata.org/entity/Q6581072,1,Atención en urgencias sin posterior ingreso,-3.70104688813,40.40540782522723,false,false
2024S021921,"July 12, 2024",https://wikidata.org/entity/Q69307227,11:35:00,"CALL. FRANCOS RODRIGUEZ, 106",106,9,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Caída,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 55 a 59 años,female,https://wikidata.org/entity/Q6581072,5,Asistencia sanitaria ambulatoria con posterioridad,-3.71882296931,40.46117257388063,false,false
2024S022031,"July 13, 2024",https://wikidata.org/entity/Q69307228,14:26:00,"RONDA. PROVINCIAS, 9",9,9,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Caída,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 55 a 59 años,male,https://wikidata.org/entity/Q6581097,1,Atención en urgencias sin posterior ingreso,-3.74309103851,40.413559703619846,false,false
2024S022077,"July 14, 2024",https://wikidata.org/entity/Q69307229,4:25:00,C/ DOCTOR ESQUERDO 184,184,3,Retiro,https://wikidata.org/entity/Q2002296,Colisión fronto-lateral,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 25 a 29 años,male,https://wikidata.org/entity/Q6581097,7,Asistencia sanitaria sólo en el lugar del accidente,-3.67470101153,40.401222190551316,true,false
2024S022087,"July 12, 2024",https://wikidata.org/entity/Q69307227,10:04:00,AVDA. ANDES / CALL. AÑIL,2,16,Hortaleza,https://wikidata.org/entity/Q1928529,Colisión lateral,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 40 a 44 años,female,https://wikidata.org/entity/Q6581072,14,Sin asistencia sanitaria,-3.62702809077,40.451400679324664,false,false
2024S022087,"July 12, 2024",https://wikidata.org/entity/Q69307227,10:04:00,AVDA. ANDES / CALL. AÑIL,2,16,Hortaleza,https://wikidata.org/entity/Q1928529,Colisión lateral,Despejado,bicycle,https://wikidata.org/entity/Q11442,Conductor,https://wikidata.org/entity/Q23640580,De 60 a 64 años,female,https://wikidata.org/entity/Q6581072,7,Asistencia sanitaria sólo en el lugar del accidente,-3.62702809077,40.451400679324664,false,false
2024S022090,"July 14, 2024",https://wikidata.org/entity/Q69307229,13:40:00,"CALL. ALCALA, 492",492,20,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,Atropello a persona,Despejado,bicycle,https://wikidata.org/entity/Q11442,pedestrian,https://wikidata.org/entity/Q221488,De 65 a 69 años,female,https://wikidata.org/entity/Q6581072,6,Asistencia sanitaria inmediata en centro de salud o mutua,-3.62958810038,40.44012549011983,false,false
2024S022130,"July 15, 2024",https://wikidata.org/entity/Q69307230,0:10:00,PASEO. OLIVOS / CALL. CARAMUEL,4,10,Latina,https://wikidata.org/entity/Q794954,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),,Conductor,https://wikidata.org/entity/Q23640580,De 30 a 34 años,male,https://wikidata.org/entity/Q6581097,7,Asistencia sanitaria sólo en el lugar del accidente,-3.73032279073,40.40668607972426,false,false
